Case Name,Appeal Number,Release Date,Status,File Path,PDF URL,Pages,Chunks
BANKS v. MSPB [OPINION],17-1242,2017-04-18,completed,,https://cafc.uscourts.gov/opinions-orders/17-1242.Opinion.4-14-2017.1.PDF,7,4
PHIL-INSUL CORP. v. AIRLITE PLASTICS CO. [OPINION],16-1982,2017-04-17,completed,,https://cafc.uscourts.gov/opinions-orders/16-1982.Opinion.4-14-2017.1.PDF,24,12
REMBRANDT WIRELESS v. SAMSUNG ELECTRONICS [OPINION],16-1729,2017-04-17,completed,,https://cafc.uscourts.gov/opinions-orders/16-1729.Opinion.4-13-2017.1.PDF,24,12
"CORE WIRELESS LICENSING v. APPLE, INC. [OPINION]",15-2037,2017-04-14,completed,,https://cafc.uscourts.gov/opinions-orders/15-2037.Opinion.4-12-2017.1.PDF,18,9
NOVARTIS AG v. TORRENT PHARMACEUTICALS [OPINION],16-1352,2017-04-12,completed,,https://cafc.uscourts.gov/opinions-orders/16-1352.Opinion.4-11-2017.1.PDF,27,14
DIAZ v. US [OPINION],16-2501,2017-04-11,completed,,https://cafc.uscourts.gov/opinions-orders/16-2501.Opinion.4-10-2017.1.PDF,8,4
BECKER v. OPM [OPINION],16-1365,2017-04-07,completed,,https://cafc.uscourts.gov/opinions-orders/16-1365.Opinion.4-6-2017.1.PDF,8,4
"THE MEDICINES COMPANY v. MYLAN, INC. [OPINION]",15-1113,2017-04-06,completed,,https://cafc.uscourts.gov/opinions-orders/15-1113.Opinion.4-4-2017.1.PDF,27,14
NOVARTIS AG v. NOVEN PHARMACEUTICALS INC. [OPINION],16-1678,2017-04-04,completed,,https://cafc.uscourts.gov/opinions-orders/16-1678.Opinion.4-3-2017.1.PDF,12,6
AGILITY PUBLIC WAREHOUSING v. MATTIS [OPINION],16-1265,2017-04-04,completed,,https://cafc.uscourts.gov/opinions-orders/16-1265.Opinion.4-3-2017.1.PDF,26,13
WASICA FINANCE GMBH v. CONTINENTAL AUTOMOTIVE SYSTEMS [OPINION],15-2078,2017-04-04,completed,,https://cafc.uscourts.gov/opinions-orders/15-2078.Opinion.3-31-2017.1.PDF,29,15
Asetek Danmark v. Cmi USA Inc.,16-1026,2017-04-03,completed,,http://www.cafc.uscourts.gov/sites/default/files/16-1026_Precedential_Order.pdf,2,1
Asetek Danmark A/S v. CMI USA Inc.,"2016-1026, 2016-1183",2017-04-03,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/16-1026.Opinion.3-30-2017.1.PDF,28,14
Asetek Danmark v. Cmi USA Inc.,16-1026,2017-04-03,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/16-1026.Order.3-30-2017.1.PDF,3,2
"MERIDIAN PRODUCTS, LLC v. US [OPINION]",16-1730,2017-03-28,completed,,https://cafc.uscourts.gov/opinions-orders/16-1730.Opinion.3-27-2017.1.PDF,17,9
IN RE: CHUDIK [OPINION],16-1817,2017-03-27,completed,,https://cafc.uscourts.gov/opinions-orders/16-1817.Opinion.3-23-2017.1.PDF,13,7
UNIVERSITY OF UTAH v. MAX-PLANCK-GESELLSCHAFT [OPINION],16-1336,2017-03-23,completed,,https://cafc.uscourts.gov/opinions-orders/16-1336.Opinion.3-21-2017.1.PDF,10,5
"Icon Health and Fitness, Inc. v. Strava, Inc.",16-1475,2017-03-22,completed,,http://www.cafc.uscourts.gov/sites/default/files/Errata_2016-1475.pdf,1,1
"TVIIM, LLC v. MCAFEE, INC. [OPINION]",16-1562,2017-03-21,completed,,https://cafc.uscourts.gov/opinions-orders/16-1562.Opinion.3-17-2017.1.PDF,13,7
BOYD v. OPM [OPINION],16-1078,2017-03-20,completed,,https://cafc.uscourts.gov/opinions-orders/16-1078.Opinion.3-16-2017.1.PDF,16,8
BAYER CROPSCIENCE AG v. DOW AGROSCIENCES LLC [OPINION],15-1854,2017-03-17,completed,,https://cafc.uscourts.gov/opinions-orders/15-1854.Opinion.3-15-2017.1.PDF,13,7
"Reoforce, Inc. v. United States",2015-5084,2017-03-17,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-5084.Opinion.3-15-2017.1.PDF,33,17
"Mentor Graphics Corporation v. Eve-Usa, Inc.","2015-1470, 2015-1554, 2015-1556",2017-03-16,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-1470.Opinion.3-14-2017.1.PDF,42,21
Prism Technologies LLC v. Sprint Spectrum L.P.,16-1456,2017-03-15,completed,,http://www.cafc.uscourts.gov/sites/default/files/s16-1456.Errata.3-15-2017.1.pdf,1,1
RUSSIAN RECOVERY FUND LIMITED v. US [OPINION],16-1718,2017-03-14,completed,,https://cafc.uscourts.gov/opinions-orders/16-1718.Opinion.3-13-2017.1.PDF,28,14
NIDEC MOTOR CORPORATION v. ZHONGSHAN BROAD OCEAN MOTOR [OPINION],16-1900,2017-03-14,completed,,https://cafc.uscourts.gov/opinions-orders/16-1900.Opinion.3-10-2017.1.PDF,7,4
PARROTT v. SHULKIN [OPINION],16-1450,2017-03-13,completed,,https://cafc.uscourts.gov/opinions-orders/16-1450.Opinion.3-10-2017.1.PDF,20,10
ALAMO v. US [OPINION],15-5149,2017-03-09,completed,,https://cafc.uscourts.gov/opinions-orders/15-5149.Opinion.3-7-2017.1.PDF,9,5
THALES VISIONIX INC. v. US [OPINION],15-5150,2017-03-08,completed,,https://cafc.uscourts.gov/opinions-orders/15-5150.Opinion.3-6-2017.1.PDF,11,6
INTELLECTUAL VENTURES I LLC v. CAPITAL ONE FINANCIAL CORP. [OPINION],16-1077,2017-03-07,completed,,https://cafc.uscourts.gov/opinions-orders/16-1077.Opinion.3-3-2017.1.PDF,18,9
"MEIRESONNE v. GOOGLE, INC. [OPINION]",16-1755,2017-03-07,completed,,https://cafc.uscourts.gov/opinions-orders/16-1755.Opinion.3-3-2017.1.PDF,9,5
INTELLECTUAL VENTURES I LLC v. ERIE INDEMNITY COMPANY [OPINION],16-1128,2017-03-07,completed,,https://cafc.uscourts.gov/opinions-orders/16-1128.Opinion.3-3-2017.1.PDF,27,14
COMCAST IP HOLDINGS I LLC v. SPRINT COMMUNICATIONS COMPANY [OPINION],15-1992,2017-03-07,completed,,https://cafc.uscourts.gov/opinions-orders/15-1992.Opinion.3-6-2017.1.PDF,21,11
PRISM TECHNOLOGIES LLC v. SPRINT SPECTRUM L.P. [OPINION],16-1456,2017-03-06,completed,,https://cafc.uscourts.gov/opinions-orders/16-1456.Opinion.3-2-2017.1.PDF,29,15
"TECHNOLOGY PROPERTIES LIMITED v. HUAWEI TECHNOLOGIES CO., LTD. [OPINION]",16-1306,2017-03-03,completed,,https://cafc.uscourts.gov/opinions-orders/16-1306.Opinion.3-1-2017.1.PDF,17,9
ELI LILLY AND COMPANY v. LOS ANGELES BIOMEDICAL [OPINION],16-1547,2017-02-28,completed,,https://cafc.uscourts.gov/opinions-orders/16-1547.Opinion.2-23-2017.1.PDF,6,3
"Metalcraft of Mayville, Inc. v. the Toro Company",16-2433,2017-02-22,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/16-2433.Errata.2-22-2017.1.PDF,1,1
"METALCRAFT OF MAYVILLE, INC. v. THE TORO COMPANY [OPINION]",16-2433,2017-02-16,completed,,https://cafc.uscourts.gov/opinions-orders/16-2433.Opinion.2-14-2017.1.PDF,16,8
ORGANIK KIMYA v. ITC [OPINION],15-1774,2017-02-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-1774.Opinion.2-14-2017.1.PDF,21,10
CHANGZHOU HAWD FLOORING CO. v. US [OPINION],15-1899,2017-02-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-1899.Opinion.2-13-2017.1.PDF,12,6
"XILINKX, INC. v. PAPST LICENSING GMBH & CO. KG [OPINION]",15-1919,2017-02-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-1919.Opinion.2-13-2017.1.PDF,18,9
"PERSONAL WEB TECHNOLOGIES, LLC v. APPLE, INC. [OPINION]",16-1174,2017-02-14,completed,,https://cafc.uscourts.gov/opinions-orders/16-1174.Opinion.2-10-2017.1.PDF,13,7
"AMERICAN TUBULAR PRODUCTS, LLC v. US [OPINION]",16-1127,2017-02-13,completed,,https://cafc.uscourts.gov/opinions-orders/16-1127.Opinion.2-9-2017.1.PDF,15,8
"SHIRE DEVELOPMENT, LLC v. WATSON PHARMACEUTICALS, INC. [OPINION]",16-1785,2017-02-10,completed,,https://cafc.uscourts.gov/opinions-orders/16-1785.Opinion.2-8-2017.1.PDF,10,5
AGILITY DEFENSE v. US [OPINION],16-1068,2017-02-06,completed,,https://cafc.uscourts.gov/opinions-orders/16-1068.Opinion.2-2-2017.1.PDF,15,8
MID CONTINENT NAIL CORPORATION v. US [OPINION],16-1426,2017-01-27,completed,,https://cafc.uscourts.gov/opinions-orders/16-1426.Opinion.1-25-2017.1.PDF,35,18
JONES v. US [OPINION],15-5148,2017-01-27,completed,,https://cafc.uscourts.gov/opinions-orders/15-5148.Opinion.1-26-2017.1.PDF,36,18
CUMBERLAND PHARMACEUTICALS v. MYLAN INSTITUTIONAL LLC [OPINION],16-1155,2017-01-26,completed,,https://cafc.uscourts.gov/opinions-orders/16-1155.Opinion.1-24-2017.1.PDF,18,9
KAYS v. SNYDER [CORRECTED OPINION],16-1314,2017-01-25,completed,,https://cafc.uscourts.gov/opinions-orders/16-1314.Opinion.1-23-2017.1.PDF,7,4
"TINNUS ENTERPRISES, LLC v. TELEBRANDS CORPORATION [OPINION]",16-1410,2017-01-24,completed,,https://cafc.uscourts.gov/opinions-orders/16-1410.Opinion.1-19-2017.1.PDF,25,13
"Wi-Fi One, LLC v. Broadcom Corporation",15-1944,2017-01-18,completed,,http://www.cafc.uscourts.gov/sites/default/files/15-1944.Order_.1-18-2017.consol.pdf,2,1
ELI LILLY AND COMPANY v. TEVA PARENTERAL MEDICINES [OPINION],15-2067,2017-01-12,completed,,https://cafc.uscourts.gov/opinions-orders/15-2067.Opinion.1-10-2017.1.PDF,31,16
CALHOUN v. ARMY [OPINION],16-2220,2017-01-12,completed,,https://cafc.uscourts.gov/opinions-orders/16-2220.Opinion.1-10-2017.1.PDF,8,4
"PHIGENIX, INC. v. IMMUNOGEN, INC. [OPINION]",16-1544,2017-01-09,completed,,https://cafc.uscourts.gov/opinions-orders/16-1544.Opinion.1-6-2017.1.PDF,13,7
SCHLUMBERGER TECHNOLOGY CORP. v. US [OPINION],15-2076,2017-01-09,completed,,https://cafc.uscourts.gov/opinions-orders/15-2076.Opinion.1-6-2017.1.PDF,17,9
WALKER v. HEALTH INTERNATIONAL CORP. [OPINION],15-1676,2017-01-06,completed,,https://cafc.uscourts.gov/opinions-orders/15-1676.Opinion.1-4-2017.1.PDF,14,7
"SONIX TECHNOLOGY CO., LTD. v. PUBLICATIONS INTERNATIONAL [OPINION]",16-1449,2017-01-05,completed,,https://cafc.uscourts.gov/opinions-orders/16-1449.Opinion.1-3-2017.1.PDF,19,10
"Power Integrations, Inc. v. Fairchild Semiconductor Intl.",15-1329,2017-01-04,completed,,http://www.cafc.uscourts.gov/sites/default/files/s15-1329_Errata.pdf,1,1
"WI-FI ONE, LLC v. BROADCOM CORPORATION [REHEARING EN BANC ORDER]",15-1944,2017-01-04,completed,,https://cafc.uscourts.gov/opinions-orders/sWi-Fi_One_15-1944_Rehearing_Order.pdf,3,2
CONTRERAS v. HHS [OPINION],15-5097,2017-01-03,completed,,https://cafc.uscourts.gov/opinions-orders/15-5097.Opinion.12-28-2016.1.PDF,10,5
"IN RE: ETHICON, INC. [OPINION]",15-1696,2017-01-03,completed,,https://www.cafc.uscourts.gov/opinions-orders/18-1745.opinion.3-28-2019.pdf,18,9
D'AGOSTINO v. MASTERCARD INTERNATIONAL [OPINION],16-1592,2016-12-22,completed,,https://cafc.uscourts.gov/opinions-orders/16-1592.Opinion.12-20-2016.1.PDF,11,6
PAPIERFABRIK AUGUST KOEHLER SE v. US [OPINION],15-1489,2016-12-16,completed,,https://cafc.uscourts.gov/opinions-orders/15-1489.Opinion.12-14-2016.1.PDF,18,9
"U.S. WATER SERVICES, INC. v. NOVOZYMES A/S [OPINION]",15-1950,2016-12-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-1950.Opinion.12-14-2016.1.PDF,14,7
SANDOVAL LUA v. US [OPINION],16-1313,2016-12-15,completed,,https://cafc.uscourts.gov/opinions-orders/16-1313.Opinion.12-14-2016.1.PDF,11,6
"KYOCERA SOLAR, INC. v. ITC [OPINION]",16-1348,2016-12-15,completed,,https://cafc.uscourts.gov/opinions-orders/16-1348.Opinion.12-13-2016.1.PDF,11,6
INTERNATIONAL CUSTOM PRODUCTS v. US [OPINION],16-1024,2016-12-15,completed,,https://cafc.uscourts.gov/opinions-orders/16-1024.Opinion.12-14-2016.1.PDF,12,6
"UNITED CONSTRUCTION PRODUCTS, v. TILE TECH, INC. [OPINION]",16-1392,2016-12-15,completed,,https://cafc.uscourts.gov/opinions-orders/16-1392.Opinion.12-14-2016.1.PDF,15,8
"MEDGRAPH, INC. v. MEDTRONIC, INC. [OPINION]",15-2019,2016-12-13,completed,,https://cafc.uscourts.gov/opinions-orders/15-2019.Opinion.12-9-2016.1.PDF,14,7
"Power Integrations, Inc. v. Fairchild Semiconductor International, Inc.",2015-1329; 2015-1388,2016-12-12,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-1329.Opinion.12-8-2016.1.PDF,49,25
"IN RE: JOBDIVA, INC. [OPINION]",15-1960,2016-12-12,completed,,https://cafc.uscourts.gov/opinions-orders/15-1960.Opinion.12-8-2016.1.PDF,12,6
"IN RE: NUVASIVE, INC. [ERRATA]",15-1670,2016-12-09,completed,,https://cafc.uscourts.gov/opinions-orders/15-1670errata.pdf,1,1
"In Re: Nuvasive, Inc.",2015-1670,2016-12-07,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-1670.Opinion.12-5-2016.1.PDF,13,7
WILSON v. NAVY [OPINION],15-3225,2016-12-07,completed,,https://cafc.uscourts.gov/opinions-orders/15-3225.Opinion.12-6-2016.1.PDF,8,4
ABBAS v. US [OPINION],16-1342,2016-12-06,completed,,https://cafc.uscourts.gov/opinions-orders/16-1342.Opinion.12-2-2016.1.PDF,10,5
FRANKEL v. US [OPINION],15-5146,2016-12-01,completed,,https://cafc.uscourts.gov/opinions-orders/15-5146.Opinion.11-28-2016.1.PDF,10,5
"APPLE, INC. v. AMERANTH [OPINION]",15-1703,2016-11-29,completed,,https://cafc.uscourts.gov/opinions-orders/15-1703.Opinion.11-28-2016.1.PDF,27,14
"UNWIRED PLANET, LLC v. GOOGLE INC. [OPINION]",15-1812,2016-11-21,completed,,https://cafc.uscourts.gov/opinions-orders/15-1812.Opinion.11-17-2016.1.PDF,13,7
"TYCO FIRE PRODUCTS, L.P. v. US [OPINION]",15-1968,2016-11-18,completed,,https://cafc.uscourts.gov/opinions-orders/15-1968.Opinion.11-16-2016.1.PDF,15,8
IN RE: REARDEN LLC [MOTION PANEL ORDER],16-125,2016-11-17,completed,,https://cafc.uscourts.gov/opinions-orders/16-125.Motion_Panel_Order.11-15-2016.1.PDF,10,5
"ROCKY MOUNTAIN HELIUM, LLC v. US [OPINION]",16-1278,2016-11-16,completed,,https://cafc.uscourts.gov/opinions-orders/16-1278.Opinion.11-14-2016.1.PDF,13,7
"UNWIRED PLANET, LLC v. GOOGLE INC. [OPINION]",15-1810,2016-11-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-1810.Opinion.11-9-2016.1.PDF,14,7
CHRISTIAN FAITH FELLOWSHIP v. ADIDAS AG [OPINION],16-1296,2016-11-14,completed,,https://cafc.uscourts.gov/opinions-orders/16-1296.Opinion.11-9-2016.1.PDF,16,8
DIVERSIFIED GROUP INC v. US [OPINION],16-1014,2016-11-10,completed,,https://cafc.uscourts.gov/opinions-orders/16-1014.Opinion.11-8-2016.1.PDF,18,9
"IN RE: NUVASIVE, INC. [OPINION]",15-1672,2016-11-09,completed,,https://cafc.uscourts.gov/opinions-orders/15-1672.Opinion.11-7-2016.1.PDF,16,8
"REG SYNTHETIC FUELS, LLC v. NESTE OIL OYJ [OPINION]",15-1773,2016-11-08,completed,,https://cafc.uscourts.gov/opinions-orders/15-1773.Opinion.11-4-2016.1.PDF,20,10
"Sas Institute, Inc. v. Complementsoft, LLC.",2015-1346; 2015-1347,2016-11-07,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-1346.Order.11-3-2016.1.PDF,14,7
"MEDTRONIC, INC. v. ROBERT BOSCH HEALTHCARE [OPINION]",15-1977,2016-10-20,completed,,https://cafc.uscourts.gov/opinions-orders/15-1977.Opinion.10-18-2016.1.PDF,9,5
"SYNOPSYS, INC. v. MENTOR GRAPHICS CORPORATION [OPINION]",15-1599,2016-10-17,completed,,https://cafc.uscourts.gov/opinions-orders/15-1599.Opinion.10-13-2016.1.PDF,26,13
"POLY-AMERICA, L.P. v. API INDUSTRIES, INC. [OPINION]",16-1200,2016-10-14,completed,,https://cafc.uscourts.gov/opinions-orders/16-1200.Opinion.10-12-2016.1.PDF,11,6
CLEATON v. DOJ [OPINION],15-3126,2016-10-13,completed,,https://cafc.uscourts.gov/opinions-orders/15-3126.Opinion.10-11-2016.1.PDF,8,4
"FAIRWARNING IP, LLC v. IATRIC SYSTEMS, INC. [OPINION]",15-1985,2016-10-11,completed,,https://cafc.uscourts.gov/opinions-orders/15-1985.Opinion.10-6-2016.1.PDF,15,8
VIET I-MEI FROZEN FOODS CO. v. US [OPINION],16-1006,2016-10-11,completed,,https://cafc.uscourts.gov/opinions-orders/16-1006.Opinion.10-7-2016.1.PDF,22,11
Rainey v. MSPB,15-3234,2016-10-06,completed,,http://www.cafc.uscourts.gov/sites/default/files/2015-3234_ERRATA.pdf,2,1
PURIFOY v. DVA [OPINION],15-3196,2016-10-04,completed,,https://cafc.uscourts.gov/opinions-orders/15-3196.Opinion.9-30-2016.1.PDF,11,6
LYDA v. CBS CORPORATION [OPINION],15-1923,2016-09-30,completed,,https://cafc.uscourts.gov/opinions-orders/15-1923.Opinion.9-28-2016.1.PDF,15,8
"SIGMA-TAU HEALTHSCIENCE, INC. v. US [OPINION]",16-1125,2016-09-26,completed,,https://cafc.uscourts.gov/opinions-orders/16-1125.Opinion.9-22-2016.1.PDF,19,10
"AFFINITY LABS OF TEXAS, LLC v. AMAZON.COM INC. [OPINION]",15-2080,2016-09-23,completed,,https://cafc.uscourts.gov/opinions-orders/15-2080.Opinion.9-21-2016.1.PDF,12,6
"AFFINITY LABS OF TEXAS, LLC v. DIRECTV, LLC [OPINION]",15-1845,2016-09-23,completed,,https://cafc.uscourts.gov/opinions-orders/15-1845.Opinion.9-21-2016.1.PDF,21,11
"CLASSCO, INC. v. APPLE, INC. [OPINION]",15-1853,2016-09-22,completed,,https://cafc.uscourts.gov/opinions-orders/15-1853.Opinion.9-20-2016.1.PDF,16,8
YEDA RESEARCH AND DEVELOPMENT v. ABBOTT GMBH & CO. KG [OPINION],15-1662,2016-09-20,completed,,https://cafc.uscourts.gov/opinions-orders/15-1662.Opinion.9-16-2016.1.PDF,8,4
FITZGERALD v. DHS [OPINION],15-3154,2016-09-20,completed,,https://cafc.uscourts.gov/opinions-orders/15-3154.Opinion.9-16-2016.1.PDF,21,11
LIFENET HEALTH v. LIFECELL CORPORATION [OPINION],15-1549,2016-09-16,completed,,https://cafc.uscourts.gov/opinions-orders/15-1549.Opinion.9-14-2016.1.PDF,20,10
"McRO, Inc. v. Bandai Namco Games America Inc.","2015-1080, -1081, -1082, -1083, -1084,-1085, -1086, -1087, -1088, -1089, - 1090, -1092, -1093, -1094, -1095, - 1096, -1097, -1098, -1099, -1100, -1101",2016-09-13,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-1080.Opinion.9-9-2016.1.PDF,27,14
"McRo, Inc. v. Bandai Namco Games America",15-1080,2016-09-13,completed,,http://www.cafc.uscourts.gov/sites/default/files/s15-1080.Opinion.9-9-2016.2.pdf,27,14
NUTT v. US [OPINION],15-5118,2016-09-12,completed,,https://cafc.uscourts.gov/opinions-orders/15-5118.Opinion.9-8-2016.1.PDF,12,6
"STRYKER CORPORATION v. ZIMMER, INC. [OPINION 2016]",13-1668,2016-09-12,completed,,https://cafc.uscourts.gov/opinions-orders/13-1668.Opinion.9-7-2016.1.PDF,20,10
"UCB, INC. v. YEDA RESEARCH AND DEVELOPMENT [OPINION]",15-1957,2016-09-08,completed,,https://cafc.uscourts.gov/opinions-orders/15-1957.Opinion.9-6-2016.1.PDF,9,5
ASIA VITAL COMPONENTS CO. v. ASETEK DANMARK A/S [OPINION],15-1597,2016-09-08,completed,,https://cafc.uscourts.gov/opinions-orders/15-1597.Opinion.9-6-2016.1.PDF,11,6
VERITAS TECHNOLOGIES LLC v. VEEAM SOFTWARE CORPORATION [OPINION],15-1894,2016-08-30,completed,,https://cafc.uscourts.gov/opinions-orders/15-1894.Opinion.8-26-2016.1.PDF,16,8
"OTTER PRODUCTS, LLC v. US [OPINION]",15-1866,2016-08-24,completed,,https://cafc.uscourts.gov/opinions-orders/15-1866.Opinion.8-23-2016.1.PDF,19,10
JONES v. HHS [OPINION],16-1792,2016-08-22,completed,,https://cafc.uscourts.gov/opinions-orders/16-1792.Opinion.8-18-2016.1.PDF,13,7
PISZEL v. US [OPINION],15-5100,2016-08-18,completed,,https://cafc.uscourts.gov/opinions-orders/15-5100.Opinion.8-16-2016.1.PDF,28,14
ZAFER TAAHHUT INSAAT v. US [OPINION],15-5083,2016-08-17,completed,,https://cafc.uscourts.gov/opinions-orders/15-5083.Opinion.8-15-2016.1.PDF,16,8
KERRIGAN v. MSPB [OPINION],15-3200,2016-08-17,completed,,https://cafc.uscourts.gov/opinions-orders/15-3200.Opinion.8-15-2016.1.PDF,11,6
"SCRIPTPRO LLC v. INNOVATION ASSOCIATES, INC. [OPINION]",15-1565,2016-08-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-1565.Opinion.8-8-2016.1.PDF,10,5
"In Re: Aqua Products, Inc.",2015-1177,2016-08-12,completed,,http://www.cafc.uscourts.gov/sites/default/files/IN_RE_AQUA_2015-1177_08.12.16_PN_PREC._ORDER_GRANTING_EN_BANC_PETITION_-_TO_ISSUANCE.pdf,4,2
"CS WIND VIETNAM CO., LTD. v. US [OPINION]",15-1850,2016-08-12,completed,,https://cafc.uscourts.gov/opinions-orders/15-1850.Opinion.8-10-2016.1.PDF,26,13
Parkinson v. DOJ,15-3066,2016-08-11,completed,,http://www.cafc.uscourts.gov/sites/default/files/sPARKINSON_15-3066_08.11.16_ERRATA.pdf,2,1
ARENDI S.A.R.L. v. APPLE INC. [OPINION],15-2073,2016-08-10,completed,,https://cafc.uscourts.gov/opinions-orders/15-2073.Opinion.8-8-2016.1.PDF,20,10
"IN RE: CSB-SYSTEM INTERNATIONAL, INC. [OPINION]",15-1832,2016-08-09,completed,,https://cafc.uscourts.gov/opinions-orders/15-1832.Opinion.8-4-2016.1.PDF,12,6
"IN RE: WARSAW ORTHOPEDIC, INC. [OPINION]",15-1050,2016-08-09,completed,,https://cafc.uscourts.gov/opinions-orders/15-1050.Opinion.8-5-2016.1.PDF,14,7
PARKINSON v. DOJ [ORDER GRANTING EN BANC],15-3066,2016-08-08,completed,,https://cafc.uscourts.gov/opinions-orders/PARKINSON_15-3066_08.08.16_EW_PREC_ORDER_GRANTING_EN_BANC_PETITION_-_TO_ISSUANCE.pdf,3,2
"HALO ELECTRONICS, INC. v. PULSE ELECTRONICS, INC. [PREC OPINION]",13-1472,2016-08-05,completed,,https://cafc.uscourts.gov/opinions-orders/13-1472.Opinion.8-3-2016.1.PDF,22,11
"WI-LAN USA, INC. v. APPLE INC. [OPINION]",15-1256,2016-08-01,completed,,https://cafc.uscourts.gov/opinions-orders/15-1256.Opinion.7-29-2016.1.PDF,33,17
"ELECTRIC POWER GROUP, LLC v. ALSTOM S.A. [OPINION]",15-1778,2016-08-01,completed,,https://cafc.uscourts.gov/opinions-orders/15-1778.Opinion.7-28-2016.1.PDF,12,6
GPNE CORP. v. APPLE INC. [OPINION],15-1825,2016-08-01,completed,,https://cafc.uscourts.gov/opinions-orders/15-1825.Opinion.7-28-2016.1.PDF,15,8
"MURATA MACHINERY USA, INC. v. DAIFUKU CO., LTD. [OPINION]",15-2094,2016-08-01,completed,,https://cafc.uscourts.gov/opinions-orders/15-2094.Opinion.7-28-2016.1.PDF,13,7
"ADVANCED GROUND INFORMATION v. LIFE360, INC. [OPINION]",15-1732,2016-07-28,completed,,https://cafc.uscourts.gov/opinions-orders/15-1732.Opinion.7-26-2016.1.PDF,13,7
"VERINATA HEALTH, INC. v. ARIOSA DIAGNOSTICS, INC. [OPINION]",15-1970,2016-07-26,completed,,https://cafc.uscourts.gov/opinions-orders/15-1970.Opinion.7-22-2016.1.PDF,11,6
IN RE: MAGNUM OIL TOOLS INTERNATIONAL [OPINION],15-1300,2016-07-25,completed,,https://cafc.uscourts.gov/opinions-orders/15-1300.Opinion.7-21-2016.1.PDF,27,14
"UNWIRED PLANET, LLC v. APPLE INC. [OPINION]",15-1725,2016-07-22,completed,,https://cafc.uscourts.gov/opinions-orders/15-1725.Opinion.7-20-2016.1.PDF,20,10
POLAR ELECTRO OY v. SUUNTO OY [OPINION],15-1930,2016-07-20,completed,,https://cafc.uscourts.gov/opinions-orders/15-1930.Opinion.7-18-2016.1.PDF,16,8
"WBIP, LLC v. KOHLER CO. [OPINION]",15-1038,2016-07-19,completed,,https://cafc.uscourts.gov/opinions-orders/15-1038.Opinion.7-15-2016.1.PDF,41,21
LAGUNA CONSTRUCTION COMPANY v. DEFENSE [OPINION],15-1291,2016-07-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-1291.Opinion.7-13-2016.1.PDF,14,7
GROVER v. OPM [OPINION],15-3160,2016-07-15,completed,,https://cafc.uscourts.gov/opinions-orders/15-3160.Opinion.7-13-2016.1.PDF,11,6
